day,month,year,siteID,species,project,habitat,plotNR,DURIN_plot,ageClass,DroughtTrt,DroughNet_plotID,plant_height,photoID_N,photoID_W,photo_comment,# branches>5mm,# broken_branches>5mm,# broken_branches<5mm,length_longest_branch_cm,number_segments,fruits or flowers,reproductive stem,#_branches_s1,#_branches_s2,alive_leaf_count_s1_y1_b1,dead_leaf_count_s1_y1_b1,fruits_s1_y1_b1,comment_reproductive_stem,alive_leaf_count_s2_b1,dead_leaf_count_s2_b1,fruits_s2_y2_b1,alive_leaf_count_s2_y1_b1,dead_leaf_count_s2_y1_b1,fruits_s2_y1_b1,alive_leaf_count_s2_y1_b2,dead_leaf_count_s2_y1_b2,fruits_s2_y1_b2,alive_leaf_count_s2_y1_b3,dead_leaf_count_s2_y1_b3,fruits_s2_y1_b3,alive_leaf_count_s2_y1_b4,dead_leaf_count_s2_y1_b4,fruits_s2_y1_b4,alive_leaf_count_s1_b2,dead_leaf_count_s1_b2,fruits_s1_y1_b2,alive_leaf_count_s2_b2,dead_leaf_count_s2_b2,alive_leaf_count_s2_y2_b1,dead_leaf_count_s2_y2_b1,leaf_scar_s1_y1_b1,leaf_scar_s2_y2_b1,leaf_scar_s2_y1_b1,leaf_scar_s2_y1_b2,leaf_scar_s2_y1_b3,leaf_scar_s2_y1_b4,leaf_scar_s1_b2,leaf_scar_b2_s2,branch_length_s1_y1_b1,branch_length_s2_y2_b1,branch_length_s1_b2,branch_length_s2_b2,branch_length_s2_y2_b1,branch_length_s2_y1_b1,branch_length_s2_y1_b2,branch_length_s2_y1_b3,branch_length_s2_y1_b4,Comment_smaller_branches,leaf_mass_s1_y1_b1,stem_mass_s1_y1_b1,fruit_s1_y1_b1,leaf_mass_s1_y1_b2,stem_mass_s1_y1_b2,detached_leaf_y1,s1_reproductive_part,leaf_mass_s2_y1_side_branches,stem_mass_s2_y1_side_branches,leaf_s2_y1_sb1,stem_s2_y1_sb1,fruit_s2_y1_b1,leaf_mass_s2_y2_b1,stem_mass_s2_y2_b1,dead_leaves_s2_y2_b1,s2_reproductive_part,s2_flowers,flower_mass,fruit_mass,reproductive_part_mass,Chopping technician,time spent on chopping,weighing date,Mass technician,weighing time,balance,REMAINING BRANCH PROCESSING >>>>>,Comment,#_branches_s1_remain,#_branches_s2_remain,#_branches_s3_remain,#_branches_s4_remain,#_branches_s5_remain,#_branches_s6_remain,#_broken_branches_remain,roots_remain,alive_leaf_count_s1_y1_total_remain,dead_leaf_count_s1_y1_total_remain,fruits_s1_y1_total_remain,alive_leaf_count_s2_total_remain,dead_leaf_count_s2_total_remain,fruits_s2_y2_total_remain,reproductive structure,alive_leaf_count_s2_y1_total_remain,dead_leaf_count_s2_y1_total_remain,fruits_s2_y1_total_remain,alive_leaf_count_s3_y3_total_remain,dead_leaf_count_s3_y3_total_remain,alive_leaf_count_s4_y4_total_remain,dead_leaf_count_s4_y4_total_remain,alive_leaf_count_s5_y5_total_remain,lost_leaves,leaf_scar_s1_y1_total_remain,leaf_scar_s2_y2_total_remain,leaf_scar_s2_y1_total_remain,leaf_scar_s3_y3_total_remain,leaf_scar_s4_y4_total_remain,leaf_scar_s5_y5_total_remain,leaf_scar_s6_y6_total_remain,branch_length_s1_y1_total_remain,branch_length_s2_y2_total_remain,branch_length_s2_y1_total_remain,branch_length_s3_y3_total_remain,branch_length_s4_y4_total_remain,branch_length_s5_y5_total_remain,branch_length_s6_y6_total_remain,Comment_smaller_branches_remain,leaf_mass_s1_y1_total_remain,stem_mass_s1_y1_total_remain,leaf_mass_s2_y2_total_remain,stem_mass_s2_y2_total_remain,s2_y2_b1_reproductive_structure,leaf_mass_s2_y1_total_remain,stem_mass_s2_y1_total_remain,leaf_mass_s3_y3_total_remain,stem_mass_s3_y3_total_remain,s3_reproductive_structure,leaf_mass_s4_y4_total_remain,stem_mass_s4_y4_total_remain,stem_mass_s5_y5_total_remain,stem_mass_s6_y6_total_remain,rooted_part_mass,remain_stem_mass,dead_stem,broken_stems,lost_leaf_mass,dead_leaves,remainin_ fruit,Chopping technician,time spent on chopping,weighing date,Mass technician,weighing time,Which balance
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Open,4,SE_O_VM_4,,,,20.5,x,x,"s2 y1 b1 and b2 were in separated bags, there are weighed together",5,1,0,19.3,4,absent,,0,2,6,0,1,,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,35,74,34,24,0,0,0,0,0,,0.03871,0.01757,0.00636,,,,,0.05887,0.03007,0,0,0.01001,0,0.10463,0,0,,0,0,0,Xander Duisters,40'',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05088,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.33381,,,0,,0,,,28/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Open,4,KA_O_VM_4,,,,6.5,X,X,,20,8,2,9.5,3,absent,,0,1,8,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,0,0,0,0,0,48,36,0,0,0,41,0,0,0,,0.0259,0.02932,0,,,,,0.01701,0.02275,0,0,0,0,0.03025,0,0,0,0,0,0,Elodie MANZANO,40',31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05461,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.30247,0,,0,0,0,,,29/05/2024,Elodie MANZANO,5',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Open,5,KA_O_VM_5,,,,18.0,x,x,1 leaf of S1 Y1 B1 may be lost during the processing,15,6,0,13.9,6,absent,,0,1,3,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,14,14,0,0,0,13,0,0,0,,0.00622,0.00365,0,,,,0,0.01121,0.00294,0,0,0,0,0.00681,0,0,0,0,0,0,Karolina Havlikova,50',31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30482,0,0,0,0,0,,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Open,1,KA_O_VM_1,,,,10.9,X,X,very bushy sample with lot of short segments,40,13,5,13.4,8,absent,,0,1,4,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,8,9,7,0,0,0,0,0,0,,0.00839,0.00206,0,,,,0,0.00483,0.0013,0,0,0,0,0.00275,0,0,0,0,0,0,Elodie MANZANO,1h,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16224,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.61308,,,0,,0,,,28/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Forested,4,KA_F_VM_4,,,,17.0,x,x,2 leaves of S1 Y1 B1 may be lost during the processing,14,5,0,17.3,4,present,,0,0,3,0,0,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,19,43,0,0,0,0,0,0,0,,0.00739,0.0048,0,,,,,0,0,0,0,0,0.00928,0.02181,0,0,0.00176,0,0,0,Karolina Havlikova,1 h 30min,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26781,0,0,0,0,0,,,31/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Open,3,KA_O_VM_3,,,,13.3,X,X,"Seems like 2 individuals, here is A, partly rooted, base taken at the begining of the roots for length (photo), non mature leaves on all the plant",12,2,1,15.5,6,absent,,0,1,4,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,16,29,0,0,0,11,0,0,0,,0.00685,0.00412,0,,,,0,0.00521,0.00228,0,0,0,0,0.01378,0,0,0,0,0,0,Elodie MANZANO,1h,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0514,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.5193,,,0,,0,,,29/05/2024,Elodie MANZANO,10',unprecise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Forested,1,KA_F_VM_1,,,,23.2,x,x,"S2 is very small, but 5 mm, so it was taken",36,6,6,23.6,7,present,,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,,0.00768,0.00206,0,,,,,0,0,0,0,0,0,0.00184,0,0,0,0,0,0,Karolina Havlikova,,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13093,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.1385,,,0,,0.00879,,,28/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Open,3,KA_O_VM_3,,,,13.3,x,x,"seems like 2 individuals, here is B, partly rooted, base taken at the beginningof the roots for length measurement, no fruit except for S1 Y1 B1",21,4,0,12.6,4,present,,0,3,6,0,1,,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,6,6,0,0,0,15,48,27,22,20,0,0,0,0,,0.0096,0.00503,0.00924,,,,0,0.02375,0.02208,0,0,0,0,0.0381,0,0,0,0,0,0,Elodie MANZANO,50',31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06085,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.30244,0,,0,0,0,,,29/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Forested,3,KA_F_VM_3,,,,23.0,x,x,not sure what the height is ( was written in a previous empty line suppresed); very bushy sample with lot of short segments,57,23,2,23.2,11,present,,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,,0.00315,0.00112,0,,,,,0,0,0,0,0,0,0.00112,0,0,0,0,0,0,Karolina Havlikova,50',31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.7991,,,0,,0.0424,,,29/05/2024,Elodie MANZANO,10',unprecise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Forested,2,KA_F_VM_2,,,,18.0,X,X,"very bushy sample with lot of short segments, the longest branch was broken, I took the second longest one, even thought it had few leaves",28,11,3,14.6,8,present,,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,,0.00465,0.00082,0,,,,,0,0,0,0,0,0,0.00215,0,0,,0,0,0,elodie MANZANO,40',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.7027,,,0,,0.0231,,,,,,
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Forested,5,SE_F_VM_5,,,,20.3,x,x,"1 small side branch, shorter than 5mm, attached to S2",20,3,2,19.6,5,present,,0,1,4,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,0,0,18,57,0,0,0,32,0,0,0,Yes,0.03763,0.00657,,,,,,0.04211,0.01228,0.00091,0.00041,,0,0.04363,0,0,,0,0,0,elodie MANZANO,50',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18335,,,,,,,,,,,,,,,0.72644,,,0,,0.02505,,,28/05/2024,Elodie MANZANO,20',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Forested,2,SE_F_VM_2,,,,24.8,x,x,1 flower between the fruits,47,5,1,22.8,6,present,,0,2,5,0,0,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,5,0,0,0,0,28,44,0,0,0,23,18,0,0,NO,0.03474,0.00939,0,,,,,0.0358,0.01068,0,0,0,0,0.02323,0,0,,0,0,0,elodie MANZANO,50',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59872,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.20515,,,0,,0.19352,,,28/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Forested,3,SE_F_VM_3,,,,29.4,x,x,"a lot of long broken branches, a lot of leaves were lost when identifying the longest branch, I took a ranch distinct from the others (see commented photo)",71,25,0,26.2,4,present,,0,0,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,131,70,0,0,0,0,0,0,0,No,0.05412,0.11432,0,,,,,0,0,0,0,0,0,0.13566,0,0,,0,0,0,elodie MANZANO,1h,30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7514,0,0,0,0,0,0,0,0,,0,0,0,0,0,2.17309,,,0,,0.03359,,,28/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Forested,4,SE_F_VM_4,,,,29.0,x,x,"not the longest branch, but they are side branches of a broken one. ",10,2,0,18.3,3,present,,0,2,8,0,0,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,6,0,0,0,0,45,80,0,0,0,44,28,0,0,no,0.03849,0.01954,,,,,,0.05059,0.02712,,,,0,0.08351,0,0,,0,0,,elodie MANZANO,30',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22259,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.71303,,,0,,0.02846,,,28/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Open,5,SE_O_VM_5,,,,14.3,x,x,,7,0,1,10.2,4,present,,0,2,3,0,0,,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,0,0,0,0,15,37,0,0,0,12,12,0,0,no,0.01305,0.00419,0,,,,,0.0145,0.00489,0,0,0,0.00418,0.02194,0,0,,0,0,0,Xander Duisters,40' ,30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06142,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.12947,,,0,,0.00516,,,28/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Open,3,SE_O_VM_3,,,,22.5,x,x,every leaf of the sample was a bit red,21,0,1,16,3,present,,0,4,5,0,1,,0,0,0,5,0,1,5,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,5,9,5,5,5,4,0,0,22,71,0,0,0,20,17,16,10,No,0.02004,0.00814,0.02932,,,,,0.03761,0.01736,0,0,0.02498,0,0.07105,0,0,,0,0,0,Elodie MANZANO,40',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23431,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.55494,,,0,,0.08505,,,28/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Open,2,SE_O_VM_2,,,,17.2,x,x,"every leaf of the sample was a bit red, 1 leaf from S1 was lost in the processing",29,4,3,14.5,5,present,,0,1,3,0,1,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,11,18,0,0,0,10,0,0,0,no,0.00817,0.0027,0.0101,,,,,0.0069,0.00225,0,0,0,0,0.00731,0,0,,0,0,0,elodie MANZANO,40',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17771,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.53707,,,0,,0.05936,,,28/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Open,1,SE_O_VM_1,,,,17.0,,,,11,2,2,14.4,6,present,,0,3,7,0,1,,0,0,0,7,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,5,3,0,0,0,12,40,0,0,0,19,21,8,0,no,0.02012,0.0055,0.03472,,,,,0.02741,0.01386,0,0,0,0,0.02777,0,0,,0,0,0,Xander Duisters,45' ,30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11896,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.32063,,,0,,0.02049,,,28/05/2024,Elodie MANZANO,10',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Open,2,KA_O_VM_2,,,,11.5,x,,"Sample already processed before writing this line, the original one dissapeared. Length of the longest branch calculated as S1 + S2 + S3 and before identified thanks to the photo, then the length may not be totally accurate. Every measurement taken from the bags. No white photo. Total number of branches written from the original count marked on the lab paper. Original technician: Elodie, new technician: Elodie. ",22,8,3,11.8,7,present,,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,no,0.02007,0.00663,0,,,,0,0,0,0,0,0,0,0.00549,0,0,0,0,0,0,elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12939,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.49249,,,0,,0.01599,,,28/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium vitis-idaea,Field - Biomass,Open,5,LY_O_VV_5,,,,9.0,x,x,,1,0,1,7.3,4,absent,absent,0,0,10,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,no,0.05459,0.00662,,,,,,0,0,,,,0.05568,0.01075,0,0,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,S4 leaf scars hard to see,0,0,1,1,0,,1,no,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,8,4,0,,0,0,0,10,20,0,,no,0,0,0,0,0,0,0,0,0.00466,,0,0.01093,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium vitis-idaea,Field - Biomass,Open,4,LY_O_VV_4,,,,8.4,x,x,"exploded berries, no segment S1 due to berries at the top. The ""reproductive stem"" (counted as a segment) has been added to the bag ""fruits"" to make a ""reproductive structures"" bag. Initial photos have been taken, on Elodie's phone. ",1,0,0,10.5,5,present,present,0,0,0,0,0,,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,no,0,0,0,,,,,0,0,0,0,0,0.11891,0.01382,0,0.11857,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,1,,0,no,0,0,0,0,0,0,,0,0,0,10,,0,,0,0,0,0,0,16,10,10,,0,0,0,38,12,24,,no,0,0,0,0,0,0,0,0.12816,0.03277,,0,0.01287,0.02603,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium vitis-idaea,Field - Biomass,Open,3,LY_O_VV_3,,,,9.7,x,x,,1,0,0,7.9,4,present,present,0,0,9,0,0,,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,no,0.02745,0.00418,,,,,,0,0,,,,0.07279,0.0105,0,0.14117,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,no visible leaf scar on S4,0,0,1,1,0,,0,no,0,0,0,0,0,0,0,0,0,0,7,,0,,0,0,0,0,0,12,0,0,,0,0,0,40,10,0,,no,0,0,0,0,0,0,0,0.0926,0.04046,,0,0.01053,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium vitis-idaea,Field - Biomass,Open,2,LY_O_VV_2,,,,7.4,x,x,"partly horizontal with roots, base taken at the base of the first vertical segment (see photo), leaf scrars are a bit imprecise as there were a lot concentrated near the transition S1-S2",1,0,0,7.4,2,absent,absent,0,0,13,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,34,30,0,0,0,0,0,0,0,no,0.08357,0.01974,,,,,,0,0,,,,0,0.01926,0,0,,0,0,0,Elodie MANZANO,30',30/05/2024,Elodie MANZANO,10',precise,,nothing except roots that were horizontal on the orignial sample,0,0,0,0,0,,0,yes,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,no,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.04043,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium vitis-idaea,Field - Biomass,Open,1,LY_O_VV_1,,,,8.0,x,x,"accidentaly S1+S2 chopped before measuring length values measured separately and added, 1 S2 leaf partly eaten by an insect",2,0,0,9.3,4,absent,absent,0,0,9,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,no,0.04109,0.00622,0,,,,,0,0,0,0,0,0.06927,0.01159,0,0,,0,0,0,Elodie MANZANO,20',,,,,,"S3 is composed of 2 parts: S3 of the processed biomass (9 scars, 30mm) which is attached to the S3 of the other main branch (13 scars, 24mm) (see photo), both are considered S3, S2 is a bit eatten so it may miss 1 leaf scar (photo)",1,1,2,0,0,,0,no,7,0,0,0,0,0,,0,0,0,1,,0,,0,0,11,12,0,22,0,0,,17,20,0,54,0,0,,no,0.05507,0.00541,0,0.01013,0,0,0,0.00548,0.03579,,0,0,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,1,SE_O_VV_1,,,,23.2,x,x,"rooted part with several stems, 3 of which have leaves, other are broken (base taken as the intersection between the stem and the rooted part, see photo)",9,6,3,24.1,6,,,0,0,12,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,31,29,0,0,0,0,0,0,0,no,0.08952,0.0087,0,,,,,0,0,0,0,0,0.14142,0.0169,0,0,,0,0,0,Elodie MANZANO,30',,,,,,"several broken branches taken in a bag ""broken branches"", and the long horizontal part that seems to be rooted is taken in the ""remaining roots bag"", 1 broken branch with leaves, supposed to be S1 due to the thickness of the stem and the red colour of the leaves, hard to count the leaf scars on S6 so the value is a bit unsure, S1 and S2 leaves seem dead, had to cut the rooted part in 2 pieces to weigh it",1,2,3,2,2,2,6,yes,4,0,0,9,0,0,yes,0,0,0,15,,3,,0,0,10,25,0,28,29,21,11,33,70,0,101,103,94,69,no,0.01969,0.00887,0.13157,0.03282,0.00459,0,0,0.20848,0.07707,,0.08635,0.10895,0.12016,0.06633,0.38628,0,0,0.36622,0,0,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,20',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,2,SE_O_VV_2,,,,14.5,x,x,"no S1 due to flowers, adventitious roots at the base, base taken where roots start (see photo)",1,0,0,16.4,6,present,present,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,no,0,0,,,,,,0,0,,,,0.17588,0.01791,0,0.01014,,0,0,0,Elodie MANZANO,20',29/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,1,,0,yes,0,0,0,0,0,0,0,0,0,0,11,,6,,0,0,0,0,0,14,13,7,6,0,0,0,37,40,22,28,no,0,0,0,0,0,0,0,0.14523,0.03059,0,0.06366,0.04169,0.02588,0.02761,0.01351,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,3,SE_O_VV_3,,,,12.5,x,x,"leaves from S2 and S3 accidentally mixtes, identified and separated thanks to the photo",1,0,0,19.5,6,absent,absent,0,0,11,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,no,0.03984,0.00366,0,,,,,0,0,0,0,0,0.07956,0.01185,0,0,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,,0,0,1,1,1,1,0,no,0,0,0,0,0,0,0,0,0,0,6,,1,,0,0,0,0,0,12,11,12,10,0,0,0,25,32,32,61,no,0,0,0,0,0,0,0,0.06576,0.01702,,0.02039,0.02774,0.03256,0.05875,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
12,July,2023,Senje,Vaccinium vitis-idaea,Field - Biomass,Open,4,SE_O_VV_4,,,,11.6,x,x,,1,0,0,13.6,4,absent,absent,0,0,10,0,0,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,42,32,0,0,0,0,0,0,0,no,0.05564,0.1247,,,,,,0,0,,,,0.03051,0.01424,0.01366,0,,0,0,0,Elodie MANZANO,20',30/05/2024,Elodie MANZANO,10',precise,,S4 leaf scars are invisible,0,0,1,1,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,7,0,0,0,0,0,0,28,31,0,0,no,0,0,0,0,0,0,0,0,0.01408,,0,0.01316,0,0,0,0,0,0,0,0,0,Elodie MANZANO,,31/05/2024,Elodie MANZANO,10',precise
